system_name,edsm_status,direction,steps_from_edge,spansh_edge_number,family,subsector,mass_prefix,number
Phrio Hypa GI-H d11-3,not_in_edsm,forward,1,2,Phrio Hypa GI-H,GI-H,d11,3
Phrio Hypa GI-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa GI-I,GI-I,c26,1
Phrio Hypa GI-P b53-1,not_in_edsm,forward,1,0,Phrio Hypa GI-P,GI-P,b53,1
Phrio Hypa GI-Q d6-1,not_in_edsm,forward,1,0,Phrio Hypa GI-Q,GI-Q,d6,1
Phrio Hypa GI-U c19-1,not_in_edsm,forward,1,0,Phrio Hypa GI-U,GI-U,c19,1
Phrio Hypa GI-Z d1-2,not_in_edsm,forward,1,1,Phrio Hypa GI-Z,GI-Z,d1,2
Phrio Hypa GJ-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-E,GJ-E,b59,1
Phrio Hypa GJ-F d12-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-F,GJ-F,d12,1
Phrio Hypa GJ-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-G,GJ-G,c27,1
Phrio Hypa GJ-N b54-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-N,GJ-N,b54,1
Phrio Hypa GJ-O d7-2,not_in_edsm,forward,1,1,Phrio Hypa GJ-O,GJ-O,d7,2
Phrio Hypa GJ-R c21-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-R,GJ-R,c21,1
Phrio Hypa GJ-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-S,GJ-S,c20,1
Phrio Hypa GJ-T c6-1,not_in_edsm,forward,1,0,Phrio Hypa GJ-T,GJ-T,c6,1
Phrio Hypa GK-A c3-1,not_in_edsm,forward,1,0,Phrio Hypa GK-A,GK-A,c3,1
Phrio Hypa GK-C d14-4,not_in_edsm,forward,1,3,Phrio Hypa GK-C,GK-C,d14,4
Phrio Hypa GK-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa GK-G,GK-G,c27,1
Phrio Hypa GK-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa GK-P,GK-P,c22,1
Phrio Hypa GL-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa GL-E,GL-E,c28,1
Phrio Hypa GL-Z b6-1,not_in_edsm,forward,1,0,Phrio Hypa GL-Z,GL-Z,b6,1
Phrio Hypa GM-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa GM-C,GM-C,c29,1
Phrio Hypa GM-D c15-1,not_in_edsm,forward,1,0,Phrio Hypa GM-D,GM-D,c15,1
Phrio Hypa GM-G b3-1,not_in_edsm,forward,1,0,Phrio Hypa GM-G,GM-G,b3,1
Phrio Hypa GM-K d9-1,not_in_edsm,forward,1,0,Phrio Hypa GM-K,GM-K,d9,1
Phrio Hypa GN-A d1-2,not_in_edsm,forward,1,1,Phrio Hypa GN-A,GN-A,d1,2
Phrio Hypa GN-A d14-1,not_in_edsm,forward,1,0,Phrio Hypa GN-A,GN-A,d14,1
Phrio Hypa GN-D c15-1,not_in_edsm,forward,1,0,Phrio Hypa GN-D,GN-D,c15,1
Phrio Hypa GN-H d11-6,not_in_edsm,forward,1,5,Phrio Hypa GN-H,GN-H,d11,6
Phrio Hypa GN-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa GN-Q,GN-Q,d6,2
Phrio Hypa GN-S e4-1,not_in_edsm,forward,1,0,Phrio Hypa GN-S,GN-S,e4,1
Phrio Hypa GO-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa GO-D,GO-D,c1,1
Phrio Hypa GO-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa GO-E,GO-E,b59,1
Phrio Hypa GO-F d12-2,not_in_edsm,forward,1,1,Phrio Hypa GO-F,GO-F,d12,2
Phrio Hypa GO-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa GO-G,GO-G,c27,1
Phrio Hypa GO-G d11-1,not_in_edsm,forward,1,0,Phrio Hypa GO-G,GO-G,d11,1
Phrio Hypa GO-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa GO-J,GO-J,c25,1
Phrio Hypa GO-N b54-1,not_in_edsm,forward,1,0,Phrio Hypa GO-N,GO-N,b54,1
Phrio Hypa GO-O d7-2,not_in_edsm,forward,1,1,Phrio Hypa GO-O,GO-O,d7,2
Phrio Hypa GO-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa GO-S,GO-S,c20,1
Phrio Hypa GP-G c27-2,not_in_edsm,forward,1,1,Phrio Hypa GP-G,GP-G,c27,2
Phrio Hypa GP-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa GP-H,GP-H,c26,1
Phrio Hypa GP-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa GP-P,GP-P,c22,1
Phrio Hypa GP-R c7-1,not_in_edsm,forward,1,0,Phrio Hypa GP-R,GP-R,c7,1
Phrio Hypa GQ-E c28-2,not_in_edsm,forward,1,1,Phrio Hypa GQ-E,GQ-E,c28,2
Phrio Hypa GQ-N c23-1,not_in_edsm,forward,1,0,Phrio Hypa GQ-N,GQ-N,c23,1
Phrio Hypa GR-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa GR-C,GR-C,c29,1
Phrio Hypa GR-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa GR-L,GR-L,c24,1
Phrio Hypa GR-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa GR-T,GR-T,d4,1
Phrio Hypa GR-X b7-1,not_in_edsm,forward,1,0,Phrio Hypa GR-X,GR-X,b7,1
Phrio Hypa GS-A d1-2,not_in_edsm,forward,1,1,Phrio Hypa GS-A,GS-A,d1,2
Phrio Hypa GS-A d14-1,not_in_edsm,forward,1,0,Phrio Hypa GS-A,GS-A,d14,1
Phrio Hypa GS-E b4-1,not_in_edsm,forward,1,0,Phrio Hypa GS-E,GS-E,b4,1
Phrio Hypa GS-H d11-8,not_in_edsm,forward,1,7,Phrio Hypa GS-H,GS-H,d11,8
Phrio Hypa GS-I d10-1,not_in_edsm,forward,1,0,Phrio Hypa GS-I,GS-I,d10,1
Phrio Hypa GS-R d5-1,not_in_edsm,forward,1,0,Phrio Hypa GS-R,GS-R,d5,1
Phrio Hypa GT-B c16-1,not_in_edsm,forward,1,0,Phrio Hypa GT-B,GT-B,c16,1
Phrio Hypa GT-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa GT-E,GT-E,b59,1
Phrio Hypa GT-F d12-5,not_in_edsm,forward,1,4,Phrio Hypa GT-F,GT-F,d12,5
Phrio Hypa GT-K c24-1,not_in_edsm,forward,1,0,Phrio Hypa GT-K,GT-K,c24,1
Phrio Hypa GT-O d7-2,not_in_edsm,forward,1,1,Phrio Hypa GT-O,GT-O,d7,2
Phrio Hypa GT-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa GT-S,GT-S,c20,1
Phrio Hypa GU-B c2-1,not_in_edsm,forward,1,0,Phrio Hypa GU-B,GU-B,c2,1
Phrio Hypa GU-D d13-2,not_in_edsm,forward,1,1,Phrio Hypa GU-D,GU-D,d13,2
Phrio Hypa GU-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa GU-H,GU-H,c26,1
Phrio Hypa GU-Q c21-1,not_in_edsm,forward,1,0,Phrio Hypa GU-Q,GU-Q,c21,1
Phrio Hypa GV-E c28-2,not_in_edsm,forward,1,1,Phrio Hypa GV-E,GV-E,c28,2
Phrio Hypa GV-F c27-1,not_in_edsm,forward,1,0,Phrio Hypa GV-F,GV-F,c27,1
Phrio Hypa GV-P c8-1,not_in_edsm,forward,1,0,Phrio Hypa GV-P,GV-P,c8,1
Phrio Hypa GW-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa GW-C,GW-C,c29,1
Phrio Hypa GW-D d12-1,not_in_edsm,forward,1,0,Phrio Hypa GW-D,GW-D,d12,1
Phrio Hypa GW-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa GW-L,GW-L,c24,1
Phrio Hypa GW-O b12-1,not_in_edsm,forward,1,0,Phrio Hypa GW-O,GW-O,b12,1
Phrio Hypa GW-P c8-1,not_in_edsm,forward,1,0,Phrio Hypa GW-P,GW-P,c8,1
Phrio Hypa GW-T d4-3,not_in_edsm,forward,1,2,Phrio Hypa GW-T,GW-T,d4,3
Phrio Hypa GW-U d3-1,not_in_edsm,forward,1,0,Phrio Hypa GW-U,GW-U,d3,1
Phrio Hypa GW-V e2-1,not_in_edsm,forward,1,0,Phrio Hypa GW-V,GW-V,e2,1
Phrio Hypa GX-A d1-2,not_in_edsm,forward,1,1,Phrio Hypa GX-A,GX-A,d1,2
Phrio Hypa GX-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa GX-J,GX-J,c25,1
Phrio Hypa GX-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa GX-S,GX-S,c20,1
Phrio Hypa GX-Z b47-1,not_in_edsm,forward,1,0,Phrio Hypa GX-Z,GX-Z,b47,1
Phrio Hypa GY-C b5-1,not_in_edsm,forward,1,0,Phrio Hypa GY-C,GY-C,b5,1
Phrio Hypa GY-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa GY-D,GY-D,c1,1
Phrio Hypa GY-F b58-1,not_in_edsm,forward,1,0,Phrio Hypa GY-F,GY-F,b58,1
Phrio Hypa GY-F d12-6,not_in_edsm,forward,1,5,Phrio Hypa GY-F,GY-F,d12,6
Phrio Hypa GY-G d11-1,not_in_edsm,forward,1,0,Phrio Hypa GY-G,GY-G,d11,1
Phrio Hypa GY-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa GY-S,GY-S,c20,1
Phrio Hypa GZ-B c2-1,not_in_edsm,forward,1,0,Phrio Hypa GZ-B,GZ-B,c2,1
Phrio Hypa GZ-C b5-1,not_in_edsm,forward,1,0,Phrio Hypa GZ-C,GZ-C,b5,1
Phrio Hypa GZ-D d13-5,not_in_edsm,forward,1,4,Phrio Hypa GZ-D,GZ-D,d13,5
Phrio Hypa GZ-E d12-1,not_in_edsm,forward,1,0,Phrio Hypa GZ-E,GZ-E,d12,1
Phrio Hypa GZ-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa GZ-H,GZ-H,c26,1
Phrio Hypa GZ-M d8-2,not_in_edsm,forward,1,1,Phrio Hypa GZ-M,GZ-M,d8,2
Phrio Hypa GZ-Q c21-1,not_in_edsm,forward,1,0,Phrio Hypa GZ-Q,GZ-Q,c21,1
Phrio Hypa GZ-Z c16-1,not_in_edsm,forward,1,0,Phrio Hypa GZ-Z,GZ-Z,c16,1
Phrio Hypa HA-F c28-1,not_in_edsm,forward,1,0,Phrio Hypa HA-F,HA-F,c28,1
Phrio Hypa HA-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa HA-G,HA-G,c27,1
Phrio Hypa HA-K b56-1,not_in_edsm,forward,1,0,Phrio Hypa HA-K,HA-K,b56,1
Phrio Hypa HB-D c29-2,not_in_edsm,forward,1,1,Phrio Hypa HB-D,HB-D,c29,2
Phrio Hypa HB-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa HB-E,HB-E,c28,1
Phrio Hypa HB-O c9-1,not_in_edsm,forward,1,0,Phrio Hypa HB-O,HB-O,c9,1
Phrio Hypa HC-B d1-2,not_in_edsm,forward,1,1,Phrio Hypa HC-B,HC-B,d1,2
Phrio Hypa HC-B d14-3,not_in_edsm,forward,1,2,Phrio Hypa HC-B,HC-B,d14,3
Phrio Hypa HC-F c14-1,not_in_edsm,forward,1,0,Phrio Hypa HC-F,HC-F,c14,1
Phrio Hypa HC-J d10-4,not_in_edsm,forward,1,3,Phrio Hypa HC-J,HC-J,d10,4
Phrio Hypa HC-K c25-1,not_in_edsm,forward,1,0,Phrio Hypa HC-K,HC-K,c25,1
Phrio Hypa HC-K d9-1,not_in_edsm,forward,1,0,Phrio Hypa HC-K,HC-K,d9,1
Phrio Hypa HC-O c9-1,not_in_edsm,forward,1,0,Phrio Hypa HC-O,HC-O,c9,1
Phrio Hypa HC-R b52-1,not_in_edsm,forward,1,0,Phrio Hypa HC-R,HC-R,b52,1
Phrio Hypa HC-S d5-3,not_in_edsm,forward,1,2,Phrio Hypa HC-S,HC-S,d5,3
Phrio Hypa HD-G b58-1,not_in_edsm,forward,1,0,Phrio Hypa HD-G,HD-G,b58,1
Phrio Hypa HD-H d11-2,not_in_edsm,forward,1,1,Phrio Hypa HD-H,HD-H,d11,2
Phrio Hypa HD-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa HD-I,HD-I,c26,1
Phrio Hypa HD-Q d6-1,not_in_edsm,forward,1,0,Phrio Hypa HD-Q,HD-Q,d6,1
Phrio Hypa HD-R c21-1,not_in_edsm,forward,1,0,Phrio Hypa HD-R,HD-R,c21,1
Phrio Hypa HD-Z d1-2,not_in_edsm,forward,1,1,Phrio Hypa HD-Z,HD-Z,d1,2
Phrio Hypa HE-C c2-1,not_in_edsm,forward,1,0,Phrio Hypa HE-C,HE-C,c2,1
Phrio Hypa HE-E d13-5,not_in_edsm,forward,1,4,Phrio Hypa HE-E,HE-E,d13,5
Phrio Hypa HE-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa HE-I,HE-I,c26,1
Phrio Hypa HE-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa HE-J,HE-J,c25,1
Phrio Hypa HE-R c21-1,not_in_edsm,forward,1,0,Phrio Hypa HE-R,HE-R,c21,1
Phrio Hypa HE-T c6-1,not_in_edsm,forward,1,0,Phrio Hypa HE-T,HE-T,c6,1
Phrio Hypa HF-A c3-1,not_in_edsm,forward,1,0,Phrio Hypa HF-A,HF-A,c3,1
Phrio Hypa HF-C d14-2,not_in_edsm,forward,1,1,Phrio Hypa HF-C,HF-C,d14,2
Phrio Hypa HF-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa HF-P,HF-P,c22,1
Phrio Hypa HG-D c29-1,not_in_edsm,forward,1,0,Phrio Hypa HG-D,HG-D,c29,1
Phrio Hypa HG-I b2-1,not_in_edsm,forward,1,0,Phrio Hypa HG-I,HG-I,b2,1
Phrio Hypa HG-N d7-1,not_in_edsm,forward,1,0,Phrio Hypa HG-N,HG-N,d7,1
Phrio Hypa HG-V d3-1,not_in_edsm,forward,1,0,Phrio Hypa HG-V,HG-V,d3,1
Phrio Hypa HH-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa HH-C,HH-C,c29,1
Phrio Hypa HH-C d13-1,not_in_edsm,forward,1,0,Phrio Hypa HH-C,HH-C,d13,1
Phrio Hypa HH-S d5-3,not_in_edsm,forward,1,2,Phrio Hypa HH-S,HH-S,d5,3
Phrio Hypa HH-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa HH-T,HH-T,d4,1
Phrio Hypa HH-U e3-1,not_in_edsm,forward,1,0,Phrio Hypa HH-U,HH-U,e3,1
Phrio Hypa HI-D c15-1,not_in_edsm,forward,1,0,Phrio Hypa HI-D,HI-D,c15,1
Phrio Hypa HI-H d11-4,not_in_edsm,forward,1,3,Phrio Hypa HI-H,HI-H,d11,4
Phrio Hypa HI-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa HI-I,HI-I,c26,1
Phrio Hypa HI-P b53-1,not_in_edsm,forward,1,0,Phrio Hypa HI-P,HI-P,b53,1
Phrio Hypa HI-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa HI-Q,HI-Q,d6,2
Phrio Hypa HI-Z d1-3,not_in_edsm,forward,1,2,Phrio Hypa HI-Z,HI-Z,d1,3
Phrio Hypa HJ-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa HJ-E,HJ-E,b59,1
Phrio Hypa HJ-F d12-2,not_in_edsm,forward,1,1,Phrio Hypa HJ-F,HJ-F,d12,2
Phrio Hypa HJ-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa HJ-G,HJ-G,c27,1
Phrio Hypa HJ-N b54-1,not_in_edsm,forward,1,0,Phrio Hypa HJ-N,HJ-N,b54,1
Phrio Hypa HJ-R c21-1,not_in_edsm,forward,1,0,Phrio Hypa HJ-R,HJ-R,c21,1
Phrio Hypa HJ-T c6-1,not_in_edsm,forward,1,0,Phrio Hypa HJ-T,HJ-T,c6,1
Phrio Hypa HK-A c3-1,not_in_edsm,forward,1,0,Phrio Hypa HK-A,HK-A,c3,1
Phrio Hypa HK-C d14-5,not_in_edsm,forward,1,4,Phrio Hypa HK-C,HK-C,d14,5
Phrio Hypa HK-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa HK-G,HK-G,c27,1
Phrio Hypa HK-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa HK-P,HK-P,c22,1
Phrio Hypa HL-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa HL-E,HL-E,c28,1
Phrio Hypa HL-N c23-1,not_in_edsm,forward,1,0,Phrio Hypa HL-N,HL-N,c23,1
Phrio Hypa HM-G b3-1,not_in_edsm,forward,1,0,Phrio Hypa HM-G,HM-G,b3,1
Phrio Hypa HM-G c13-1,not_in_edsm,forward,1,0,Phrio Hypa HM-G,HM-G,c13,1
Phrio Hypa HM-K d9-2,not_in_edsm,forward,1,1,Phrio Hypa HM-K,HM-K,d9,2
Phrio Hypa HM-S b51-1,not_in_edsm,forward,1,0,Phrio Hypa HM-S,HM-S,b51,1
Phrio Hypa HN-A d1-1,not_in_edsm,forward,1,0,Phrio Hypa HN-A,HN-A,d1,1
Phrio Hypa HN-A d14-1,not_in_edsm,forward,1,0,Phrio Hypa HN-A,HN-A,d14,1
Phrio Hypa HN-D c15-1,not_in_edsm,forward,1,0,Phrio Hypa HN-D,HN-D,c15,1
Phrio Hypa HN-H d11-6,not_in_edsm,forward,1,5,Phrio Hypa HN-H,HN-H,d11,6
Phrio Hypa HN-Q d6-2,not_in_edsm,forward,1,1,Phrio Hypa HN-Q,HN-Q,d6,2
Phrio Hypa HN-R d5-1,not_in_edsm,forward,1,0,Phrio Hypa HN-R,HN-R,d5,1
Phrio Hypa HN-S e4-1,not_in_edsm,forward,1,0,Phrio Hypa HN-S,HN-S,e4,1
Phrio Hypa HO-B c29-1,not_in_edsm,forward,1,0,Phrio Hypa HO-B,HO-B,c29,1
Phrio Hypa HO-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa HO-E,HO-E,b59,1
Phrio Hypa HO-F d12-3,not_in_edsm,forward,1,2,Phrio Hypa HO-F,HO-F,d12,3
Phrio Hypa HO-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa HO-G,HO-G,c27,1
Phrio Hypa HO-G d11-1,not_in_edsm,forward,1,0,Phrio Hypa HO-G,HO-G,d11,1
Phrio Hypa HO-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa HO-J,HO-J,c25,1
Phrio Hypa HO-N b54-1,not_in_edsm,forward,1,0,Phrio Hypa HO-N,HO-N,b54,1
Phrio Hypa HO-O d7-2,not_in_edsm,forward,1,1,Phrio Hypa HO-O,HO-O,d7,2
Phrio Hypa HO-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa HO-S,HO-S,c20,1
Phrio Hypa HP-D d13-2,not_in_edsm,forward,1,1,Phrio Hypa HP-D,HP-D,d13,2
Phrio Hypa HP-G c27-2,not_in_edsm,forward,1,1,Phrio Hypa HP-G,HP-G,c27,2
Phrio Hypa HP-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa HP-P,HP-P,c22,1
Phrio Hypa HP-R c7-1,not_in_edsm,forward,1,0,Phrio Hypa HP-R,HP-R,c7,1
Phrio Hypa HQ-E c28-2,not_in_edsm,forward,1,1,Phrio Hypa HQ-E,HQ-E,c28,2
Phrio Hypa HQ-N c23-1,not_in_edsm,forward,1,0,Phrio Hypa HQ-N,HQ-N,c23,1
Phrio Hypa HR-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa HR-C,HR-C,c29,1
Phrio Hypa HR-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa HR-L,HR-L,c24,1
Phrio Hypa HR-L d8-1,not_in_edsm,forward,1,0,Phrio Hypa HR-L,HR-L,d8,1
Phrio Hypa HR-X b7-1,not_in_edsm,forward,1,0,Phrio Hypa HR-X,HR-X,b7,1
Phrio Hypa HS-A d1-2,not_in_edsm,forward,1,1,Phrio Hypa HS-A,HS-A,d1,2
Phrio Hypa HS-A d14-1,not_in_edsm,forward,1,0,Phrio Hypa HS-A,HS-A,d14,1
Phrio Hypa HS-D c15-1,not_in_edsm,forward,1,0,Phrio Hypa HS-D,HS-D,c15,1
Phrio Hypa HS-E b4-1,not_in_edsm,forward,1,0,Phrio Hypa HS-E,HS-E,b4,1
Phrio Hypa HS-H d11-8,not_in_edsm,forward,1,7,Phrio Hypa HS-H,HS-H,d11,8
Phrio Hypa HS-R d5-1,not_in_edsm,forward,1,0,Phrio Hypa HS-R,HS-R,d5,1
Phrio Hypa HS-V c18-1,not_in_edsm,forward,1,0,Phrio Hypa HS-V,HS-V,c18,1
Phrio Hypa HT-B c16-1,not_in_edsm,forward,1,0,Phrio Hypa HT-B,HT-B,c16,1
Phrio Hypa HT-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa HT-D,HT-D,c1,1
Phrio Hypa HT-E b59-1,not_in_edsm,forward,1,0,Phrio Hypa HT-E,HT-E,b59,1
Phrio Hypa HT-F d12-5,not_in_edsm,forward,1,4,Phrio Hypa HT-F,HT-F,d12,5
Phrio Hypa HT-G d11-1,not_in_edsm,forward,1,0,Phrio Hypa HT-G,HT-G,d11,1
Phrio Hypa HT-K c24-1,not_in_edsm,forward,1,0,Phrio Hypa HT-K,HT-K,c24,1
Phrio Hypa HT-O d7-2,not_in_edsm,forward,1,1,Phrio Hypa HT-O,HT-O,d7,2
Phrio Hypa HT-P d6-1,not_in_edsm,forward,1,0,Phrio Hypa HT-P,HT-P,d6,1
Phrio Hypa HT-S c20-1,not_in_edsm,forward,1,0,Phrio Hypa HT-S,HT-S,c20,1
Phrio Hypa HU-B c2-1,not_in_edsm,forward,1,0,Phrio Hypa HU-B,HU-B,c2,1
Phrio Hypa HU-D d13-2,not_in_edsm,forward,1,1,Phrio Hypa HU-D,HU-D,d13,2
Phrio Hypa HU-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa HU-G,HU-G,c27,1
Phrio Hypa HU-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa HU-H,HU-H,c26,1
Phrio Hypa HU-L b55-1,not_in_edsm,forward,1,0,Phrio Hypa HU-L,HU-L,b55,1
Phrio Hypa HU-Q c21-1,not_in_edsm,forward,1,0,Phrio Hypa HU-Q,HU-Q,c21,1
Phrio Hypa HV-E c28-2,not_in_edsm,forward,1,1,Phrio Hypa HV-E,HV-E,c28,2
Phrio Hypa HV-F c27-1,not_in_edsm,forward,1,0,Phrio Hypa HV-F,HV-F,c27,1
Phrio Hypa HV-N c23-1,not_in_edsm,forward,1,0,Phrio Hypa HV-N,HV-N,c23,1
Phrio Hypa HV-P c8-1,not_in_edsm,forward,1,0,Phrio Hypa HV-P,HV-P,c8,1
Phrio Hypa HW-C c29-1,not_in_edsm,forward,1,0,Phrio Hypa HW-C,HW-C,c29,1
Phrio Hypa HW-D d12-1,not_in_edsm,forward,1,0,Phrio Hypa HW-D,HW-D,d12,1
Phrio Hypa HW-L c24-1,not_in_edsm,forward,1,0,Phrio Hypa HW-L,HW-L,c24,1
Phrio Hypa HW-L d8-1,not_in_edsm,forward,1,0,Phrio Hypa HW-L,HW-L,d8,1
Phrio Hypa HW-P c8-1,not_in_edsm,forward,1,0,Phrio Hypa HW-P,HW-P,c8,1
Phrio Hypa HW-T d4-4,not_in_edsm,forward,1,3,Phrio Hypa HW-T,HW-T,d4,4
Phrio Hypa HX-A d1-2,not_in_edsm,forward,1,1,Phrio Hypa HX-A,HX-A,d1,2
Phrio Hypa HX-E c14-1,not_in_edsm,forward,1,0,Phrio Hypa HX-E,HX-E,c14,1
Phrio Hypa HX-I d10-2,not_in_edsm,forward,1,1,Phrio Hypa HX-I,HX-I,d10,2
Phrio Hypa HX-J c25-1,not_in_edsm,forward,1,0,Phrio Hypa HX-J,HX-J,c25,1
Phrio Hypa HX-R d5-1,not_in_edsm,forward,1,0,Phrio Hypa HX-R,HX-R,d5,1
Phrio Hypa HX-Z b47-1,not_in_edsm,forward,1,0,Phrio Hypa HX-Z,HX-Z,b47,1
Phrio Hypa HY-C b5-1,not_in_edsm,forward,1,0,Phrio Hypa HY-C,HY-C,b5,1
Phrio Hypa HY-D c1-1,not_in_edsm,forward,1,0,Phrio Hypa HY-D,HY-D,c1,1
Phrio Hypa HY-F b58-1,not_in_edsm,forward,1,0,Phrio Hypa HY-F,HY-F,b58,1
Phrio Hypa HY-F d12-6,not_in_edsm,forward,1,5,Phrio Hypa HY-F,HY-F,d12,6
Phrio Hypa HY-S c20-2,not_in_edsm,forward,1,1,Phrio Hypa HY-S,HY-S,c20,2
Phrio Hypa HZ-B c2-1,not_in_edsm,forward,1,0,Phrio Hypa HZ-B,HZ-B,c2,1
Phrio Hypa HZ-C b5-1,not_in_edsm,forward,1,0,Phrio Hypa HZ-C,HZ-C,b5,1
Phrio Hypa HZ-D d13-4,not_in_edsm,forward,1,3,Phrio Hypa HZ-D,HZ-D,d13,4
Phrio Hypa HZ-E d12-1,not_in_edsm,forward,1,0,Phrio Hypa HZ-E,HZ-E,d12,1
Phrio Hypa HZ-H c26-1,not_in_edsm,forward,1,0,Phrio Hypa HZ-H,HZ-H,c26,1
Phrio Hypa HZ-M d8-2,not_in_edsm,forward,1,1,Phrio Hypa HZ-M,HZ-M,d8,2
Phrio Hypa HZ-Q c21-1,not_in_edsm,forward,1,0,Phrio Hypa HZ-Q,HZ-Q,c21,1
Phrio Hypa HZ-Z c16-1,not_in_edsm,forward,1,0,Phrio Hypa HZ-Z,HZ-Z,c16,1
Phrio Hypa IA-C d14-2,not_in_edsm,forward,1,1,Phrio Hypa IA-C,IA-C,d14,2
Phrio Hypa IA-F c28-1,not_in_edsm,forward,1,0,Phrio Hypa IA-F,IA-F,c28,1
Phrio Hypa IA-G c27-1,not_in_edsm,forward,1,0,Phrio Hypa IA-G,IA-G,c27,1
Phrio Hypa IA-K b1-1,not_in_edsm,forward,1,0,Phrio Hypa IA-K,IA-K,b1,1
Phrio Hypa IA-P c22-1,not_in_edsm,forward,1,0,Phrio Hypa IA-P,IA-P,c22,1
Phrio Hypa IA-R b52-1,not_in_edsm,forward,1,0,Phrio Hypa IA-R,IA-R,b52,1
Phrio Hypa IB-D c29-2,not_in_edsm,forward,1,1,Phrio Hypa IB-D,IB-D,c29,2
Phrio Hypa IB-E c28-1,not_in_edsm,forward,1,0,Phrio Hypa IB-E,IB-E,c28,1
Phrio Hypa IB-O c9-1,not_in_edsm,forward,1,0,Phrio Hypa IB-O,IB-O,c9,1
Phrio Hypa IB-V d3-1,not_in_edsm,forward,1,0,Phrio Hypa IB-V,IB-V,d3,1
Phrio Hypa IC-B d1-2,not_in_edsm,forward,1,1,Phrio Hypa IC-B,IC-B,d1,2
Phrio Hypa IC-C d13-1,not_in_edsm,forward,1,0,Phrio Hypa IC-C,IC-C,d13,1
Phrio Hypa IC-K c25-1,not_in_edsm,forward,1,0,Phrio Hypa IC-K,IC-K,c25,1
Phrio Hypa IC-O c9-1,not_in_edsm,forward,1,0,Phrio Hypa IC-O,IC-O,c9,1
Phrio Hypa IC-S d5-3,not_in_edsm,forward,1,2,Phrio Hypa IC-S,IC-S,d5,3
Phrio Hypa IC-T d4-1,not_in_edsm,forward,1,0,Phrio Hypa IC-T,IC-T,d4,1
Phrio Hypa ID-H d11-1,not_in_edsm,forward,1,0,Phrio Hypa ID-H,ID-H,d11,1
Phrio Hypa ID-I c26-1,not_in_edsm,forward,1,0,Phrio Hypa ID-I,ID-I,c26,1
