system_name,edsm_status,direction,steps_from_edge,spansh_edge_number,family,subsector,mass_prefix,number
Syreadiae FW-Z c2-1,not_in_edsm,forward,1,0,Syreadiae FW-Z,FW-Z,c2,1
Syreadiae FX-A d1-5,not_in_edsm,forward,1,4,Syreadiae FX-A,FX-A,d1,5
Syreadiae FX-F b3-1,not_in_edsm,forward,1,0,Syreadiae FX-F,FX-F,b3,1
Syreadiae FX-I d10-1,not_in_edsm,forward,1,0,Syreadiae FX-I,FX-I,d10,1
Syreadiae FX-J c25-1,not_in_edsm,forward,1,0,Syreadiae FX-J,FX-J,c25,1
Syreadiae FX-N c9-1,not_in_edsm,forward,1,0,Syreadiae FX-N,FX-N,c9,1
Syreadiae FX-O b12-1,not_in_edsm,forward,1,0,Syreadiae FX-O,FX-O,b12,1
Syreadiae FX-R d5-2,not_in_edsm,forward,1,1,Syreadiae FX-R,FX-R,d5,2
Syreadiae FX-S c20-1,not_in_edsm,forward,1,0,Syreadiae FX-S,FX-S,c20,1
Syreadiae FX-V b8-1,not_in_edsm,forward,1,0,Syreadiae FX-V,FX-V,b8,1
Syreadiae FX-W c4-1,not_in_edsm,forward,1,0,Syreadiae FX-W,FX-W,c4,1
Syreadiae FX-X c3-1,not_in_edsm,forward,1,0,Syreadiae FX-X,FX-X,c3,1
Syreadiae FY-C b5-1,not_in_edsm,forward,1,0,Syreadiae FY-C,FY-C,b5,1
Syreadiae FY-D c1-2,not_in_edsm,forward,1,1,Syreadiae FY-D,FY-D,c1,2
Syreadiae FY-F d12-3,not_in_edsm,forward,1,2,Syreadiae FY-F,FY-F,d12,3
Syreadiae FY-G d11-1,not_in_edsm,forward,1,0,Syreadiae FY-G,FY-G,d11,1
Syreadiae FY-S c20-1,not_in_edsm,forward,1,0,Syreadiae FY-S,FY-S,c20,1
Syreadiae FY-U c5-1,not_in_edsm,forward,1,0,Syreadiae FY-U,FY-U,c5,1
Syreadiae FY-V c4-1,not_in_edsm,forward,1,0,Syreadiae FY-V,FY-V,c4,1
Syreadiae FZ-D d13-3,not_in_edsm,forward,1,2,Syreadiae FZ-D,FZ-D,d13,3
Syreadiae FZ-J a8-1,not_in_edsm,forward,1,0,Syreadiae FZ-J,FZ-J,a8,1
Syreadiae FZ-S c6-1,not_in_edsm,forward,1,0,Syreadiae FZ-S,FZ-S,c6,1
Syreadiae GA-C c2-1,not_in_edsm,forward,1,0,Syreadiae GA-C,GA-C,c2,1
Syreadiae GA-H c13-1,not_in_edsm,forward,1,0,Syreadiae GA-H,GA-H,c13,1
Syreadiae GA-K b56-1,not_in_edsm,forward,1,0,Syreadiae GA-K,GA-K,b56,1
Syreadiae GA-Q c8-1,not_in_edsm,forward,1,0,Syreadiae GA-Q,GA-Q,c8,1
Syreadiae GA-Z b20-1,not_in_edsm,forward,1,0,Syreadiae GA-Z,GA-Z,b20,1
Syreadiae GB-A c3-1,not_in_edsm,forward,1,0,Syreadiae GB-A,GB-A,c3,1
Syreadiae GB-D c29-1,not_in_edsm,forward,1,0,Syreadiae GB-D,GB-D,c29,1
Syreadiae GB-F c14-1,not_in_edsm,forward,1,0,Syreadiae GB-F,GB-F,c14,1
Syreadiae GB-I b2-1,not_in_edsm,forward,1,0,Syreadiae GB-I,GB-I,b2,1
Syreadiae GB-J b1-1,not_in_edsm,forward,1,0,Syreadiae GB-J,GB-J,b1,1
Syreadiae GB-O c9-1,not_in_edsm,forward,1,0,Syreadiae GB-O,GB-O,c9,1
Syreadiae GB-R a4-1,not_in_edsm,forward,1,0,Syreadiae GB-R,GB-R,a4,1
Syreadiae GB-R b52-1,not_in_edsm,forward,1,0,Syreadiae GB-R,GB-R,b52,1
Syreadiae GC-B d1-4,not_in_edsm,forward,1,3,Syreadiae GC-B,GC-B,d1,4
Syreadiae GC-B d14-1,not_in_edsm,forward,1,0,Syreadiae GC-B,GC-B,d14,1
Syreadiae GC-K c25-1,not_in_edsm,forward,1,0,Syreadiae GC-K,GC-K,c25,1
Syreadiae GC-O c9-1,not_in_edsm,forward,1,0,Syreadiae GC-O,GC-O,c9,1
Syreadiae GC-P a5-1,not_in_edsm,forward,1,0,Syreadiae GC-P,GC-P,a5,1
Syreadiae GC-S d5-2,not_in_edsm,forward,1,1,Syreadiae GC-S,GC-S,d5,2
Syreadiae GC-T d4-1,not_in_edsm,forward,1,0,Syreadiae GC-T,GC-T,d4,1
Syreadiae GC-X c4-1,not_in_edsm,forward,1,0,Syreadiae GC-X,GC-X,c4,1
Syreadiae GC-Y c3-1,not_in_edsm,forward,1,0,Syreadiae GC-Y,GC-Y,c3,1
Syreadiae GD-E c1-1,not_in_edsm,forward,1,0,Syreadiae GD-E,GD-E,c1,1
Syreadiae GD-H d11-2,not_in_edsm,forward,1,1,Syreadiae GD-H,GD-H,d11,2
Syreadiae GD-I c26-1,not_in_edsm,forward,1,0,Syreadiae GD-I,GD-I,c26,1
Syreadiae GD-M c10-1,not_in_edsm,forward,1,0,Syreadiae GD-M,GD-M,c10,1
Syreadiae GD-N b13-1,not_in_edsm,forward,1,0,Syreadiae GD-N,GD-N,b13,1
Syreadiae GD-Q d6-2,not_in_edsm,forward,1,1,Syreadiae GD-Q,GD-Q,d6,2
Syreadiae GD-R c21-1,not_in_edsm,forward,1,0,Syreadiae GD-R,GD-R,c21,1
Syreadiae GD-U b9-1,not_in_edsm,forward,1,0,Syreadiae GD-U,GD-U,b9,1
Syreadiae GD-V c5-1,not_in_edsm,forward,1,0,Syreadiae GD-V,GD-V,c5,1
Syreadiae GD-Z d1-4,not_in_edsm,forward,1,3,Syreadiae GD-Z,GD-Z,d1,4
Syreadiae GE-B b6-1,not_in_edsm,forward,1,0,Syreadiae GE-B,GE-B,b6,1
Syreadiae GE-C c2-2,not_in_edsm,forward,1,1,Syreadiae GE-C,GE-C,c2,2
Syreadiae GE-E d13-4,not_in_edsm,forward,1,3,Syreadiae GE-E,GE-E,d13,4
Syreadiae GE-F d12-1,not_in_edsm,forward,1,0,Syreadiae GE-F,GE-F,d12,1
Syreadiae GE-Q b25-1,not_in_edsm,forward,1,0,Syreadiae GE-Q,GE-Q,b25,1
Syreadiae GE-T c6-1,not_in_edsm,forward,1,0,Syreadiae GE-T,GE-T,c6,1
Syreadiae GE-U c5-1,not_in_edsm,forward,1,0,Syreadiae GE-U,GE-U,c5,1
Syreadiae GE-W a1-1,not_in_edsm,forward,1,0,Syreadiae GE-W,GE-W,a1,1
Syreadiae GF-C d14-4,not_in_edsm,forward,1,3,Syreadiae GF-C,GF-C,d14,4
Syreadiae GF-D c1-1,not_in_edsm,forward,1,0,Syreadiae GF-D,GF-D,c1,1
Syreadiae GF-I b57-1,not_in_edsm,forward,1,0,Syreadiae GF-I,GF-I,b57,1
Syreadiae GF-Q b25-1,not_in_edsm,forward,1,0,Syreadiae GF-Q,GF-Q,b25,1
Syreadiae GF-S b10-1,not_in_edsm,forward,1,0,Syreadiae GF-S,GF-S,b10,1
Syreadiae GF-Y c17-1,not_in_edsm,forward,1,0,Syreadiae GF-Y,GF-Y,c17,1
Syreadiae GG-A c3-1,not_in_edsm,forward,1,0,Syreadiae GG-A,GG-A,c3,1
Syreadiae GG-F c14-1,not_in_edsm,forward,1,0,Syreadiae GG-F,GG-F,c14,1
Syreadiae GG-I b2-1,not_in_edsm,forward,1,0,Syreadiae GG-I,GG-I,b2,1
Syreadiae GG-I b57-1,not_in_edsm,forward,1,0,Syreadiae GG-I,GG-I,b57,1
Syreadiae GG-O c9-1,not_in_edsm,forward,1,0,Syreadiae GG-O,GG-O,c9,1
Syreadiae GG-V d3-1,not_in_edsm,forward,1,0,Syreadiae GG-V,GG-V,d3,1
Syreadiae GG-X b21-1,not_in_edsm,forward,1,0,Syreadiae GG-X,GG-X,b21,1
Syreadiae GG-Z b6-1,not_in_edsm,forward,1,0,Syreadiae GG-Z,GG-Z,b6,1
Syreadiae GH-D c15-1,not_in_edsm,forward,1,0,Syreadiae GH-D,GH-D,c15,1
Syreadiae GH-K d9-1,not_in_edsm,forward,1,0,Syreadiae GH-K,GH-K,d9,1
Syreadiae GH-S d5-2,not_in_edsm,forward,1,1,Syreadiae GH-S,GH-S,d5,2
Syreadiae GH-T d4-1,not_in_edsm,forward,1,0,Syreadiae GH-T,GH-T,d4,1
Syreadiae GH-U d3-1,not_in_edsm,forward,1,0,Syreadiae GH-U,GH-U,d3,1
Syreadiae GH-U e3-1,not_in_edsm,forward,1,0,Syreadiae GH-U,GH-U,e3,1
Syreadiae GH-Y c3-1,not_in_edsm,forward,1,0,Syreadiae GH-Y,GH-Y,c3,1
Syreadiae GI-G b3-1,not_in_edsm,forward,1,0,Syreadiae GI-G,GI-G,b3,1
Syreadiae GI-H b30-1,not_in_edsm,forward,1,0,Syreadiae GI-H,GI-H,b30,1
Syreadiae GI-H d11-2,not_in_edsm,forward,1,1,Syreadiae GI-H,GI-H,d11,2
Syreadiae GI-I c26-1,not_in_edsm,forward,1,0,Syreadiae GI-I,GI-I,c26,1
Syreadiae GI-I d10-1,not_in_edsm,forward,1,0,Syreadiae GI-I,GI-I,d10,1
Syreadiae GI-M c10-1,not_in_edsm,forward,1,0,Syreadiae GI-M,GI-M,c10,1
Syreadiae GI-Q d6-2,not_in_edsm,forward,1,1,Syreadiae GI-Q,GI-Q,d6,2
Syreadiae GI-V b8-1,not_in_edsm,forward,1,0,Syreadiae GI-V,GI-V,b8,1
Syreadiae GI-V c5-1,not_in_edsm,forward,1,0,Syreadiae GI-V,GI-V,c5,1
Syreadiae GI-Z d1-6,not_in_edsm,forward,1,5,Syreadiae GI-Z,GI-Z,d1,6
Syreadiae GJ-C c2-1,not_in_edsm,forward,1,0,Syreadiae GJ-C,GJ-C,c2,1
Syreadiae GJ-F d12-2,not_in_edsm,forward,1,1,Syreadiae GJ-F,GJ-F,d12,2
Syreadiae GJ-G c27-1,not_in_edsm,forward,1,0,Syreadiae GJ-G,GJ-G,c27,1
Syreadiae GJ-K c11-1,not_in_edsm,forward,1,0,Syreadiae GJ-K,GJ-K,c11,1
Syreadiae GJ-L b14-1,not_in_edsm,forward,1,0,Syreadiae GJ-L,GJ-L,b14,1
Syreadiae GJ-O d7-2,not_in_edsm,forward,1,1,Syreadiae GJ-O,GJ-O,d7,2
Syreadiae GJ-T c6-1,not_in_edsm,forward,1,0,Syreadiae GJ-T,GJ-T,c6,1
Syreadiae GJ-U c5-1,not_in_edsm,forward,1,0,Syreadiae GJ-U,GJ-U,c5,1
Syreadiae GJ-W a1-1,not_in_edsm,forward,1,0,Syreadiae GJ-W,GJ-W,a1,1
Syreadiae GK-A c3-1,not_in_edsm,forward,1,0,Syreadiae GK-A,GK-A,c3,1
Syreadiae GK-C d14-4,not_in_edsm,forward,1,3,Syreadiae GK-C,GK-C,d14,4
Syreadiae GK-G c27-1,not_in_edsm,forward,1,0,Syreadiae GK-G,GK-G,c27,1
Syreadiae GK-I c12-1,not_in_edsm,forward,1,0,Syreadiae GK-I,GK-I,c12,1
Syreadiae GK-K b42-1,not_in_edsm,forward,1,0,Syreadiae GK-K,GK-K,b42,1
Syreadiae GK-O b26-1,not_in_edsm,forward,1,0,Syreadiae GK-O,GK-O,b26,1
Syreadiae GK-Q b11-1,not_in_edsm,forward,1,0,Syreadiae GK-Q,GK-Q,b11,1
Syreadiae GK-R c7-1,not_in_edsm,forward,1,0,Syreadiae GK-R,GK-R,c7,1
Syreadiae GK-S c6-1,not_in_edsm,forward,1,0,Syreadiae GK-S,GK-S,c6,1
Syreadiae GL-A c3-1,not_in_edsm,forward,1,0,Syreadiae GL-A,GL-A,c3,1
Syreadiae GL-E c28-1,not_in_edsm,forward,1,0,Syreadiae GL-E,GL-E,c28,1
Syreadiae GL-N c23-1,not_in_edsm,forward,1,0,Syreadiae GL-N,GL-N,c23,1
Syreadiae GL-O b26-1,not_in_edsm,forward,1,0,Syreadiae GL-O,GL-O,b26,1
Syreadiae GL-P c8-1,not_in_edsm,forward,1,0,Syreadiae GL-P,GL-P,c8,1
Syreadiae GL-W c18-1,not_in_edsm,forward,1,0,Syreadiae GL-W,GL-W,c18,1
Syreadiae GL-W d2-1,not_in_edsm,forward,1,0,Syreadiae GL-W,GL-W,d2,1
Syreadiae GL-Z b6-1,not_in_edsm,forward,1,0,Syreadiae GL-Z,GL-Z,b6,1
Syreadiae GM-D c15-1,not_in_edsm,forward,1,0,Syreadiae GM-D,GM-D,c15,1
Syreadiae GM-G b3-1,not_in_edsm,forward,1,0,Syreadiae GM-G,GM-G,b3,1
Syreadiae GM-K d9-1,not_in_edsm,forward,1,0,Syreadiae GM-K,GM-K,d9,1
Syreadiae GM-U c19-1,not_in_edsm,forward,1,0,Syreadiae GM-U,GM-U,c19,1
Syreadiae GM-U d3-1,not_in_edsm,forward,1,0,Syreadiae GM-U,GM-U,d3,1
Syreadiae GM-V b22-1,not_in_edsm,forward,1,0,Syreadiae GM-V,GM-V,b22,1
Syreadiae GM-Y c3-1,not_in_edsm,forward,1,0,Syreadiae GM-Y,GM-Y,c3,1
Syreadiae GN-E b4-1,not_in_edsm,forward,1,0,Syreadiae GN-E,GN-E,b4,1
Syreadiae GN-H d11-2,not_in_edsm,forward,1,1,Syreadiae GN-H,GN-H,d11,2
Syreadiae GN-I d10-1,not_in_edsm,forward,1,0,Syreadiae GN-I,GN-I,d10,1
Syreadiae GN-Q d6-2,not_in_edsm,forward,1,1,Syreadiae GN-Q,GN-Q,d6,2
Syreadiae GN-R d5-1,not_in_edsm,forward,1,0,Syreadiae GN-R,GN-R,d5,1
Syreadiae GN-S c20-1,not_in_edsm,forward,1,0,Syreadiae GN-S,GN-S,c20,1
Syreadiae GN-S e4-1,not_in_edsm,forward,1,0,Syreadiae GN-S,GN-S,e4,1
Syreadiae GN-W c4-1,not_in_edsm,forward,1,0,Syreadiae GN-W,GN-W,c4,1
Syreadiae GN-Y b34-1,not_in_edsm,forward,1,0,Syreadiae GN-Y,GN-Y,b34,1
Syreadiae GO-F d12-3,not_in_edsm,forward,1,2,Syreadiae GO-F,GO-F,d12,3
Syreadiae GO-G c27-1,not_in_edsm,forward,1,0,Syreadiae GO-G,GO-G,c27,1
Syreadiae GO-J b15-1,not_in_edsm,forward,1,0,Syreadiae GO-J,GO-J,b15,1
Syreadiae GO-K c11-1,not_in_edsm,forward,1,0,Syreadiae GO-K,GO-K,c11,1
Syreadiae GO-O d7-3,not_in_edsm,forward,1,2,Syreadiae GO-O,GO-O,d7,3
Syreadiae GO-T c6-1,not_in_edsm,forward,1,0,Syreadiae GO-T,GO-T,c6,1
Syreadiae GO-U c5-1,not_in_edsm,forward,1,0,Syreadiae GO-U,GO-U,c5,1
Syreadiae GP-A c3-1,not_in_edsm,forward,1,0,Syreadiae GP-A,GP-A,c3,1
Syreadiae GP-B c2-1,not_in_edsm,forward,1,0,Syreadiae GP-B,GP-B,c2,1
Syreadiae GP-D d13-1,not_in_edsm,forward,1,0,Syreadiae GP-D,GP-D,d13,1
Syreadiae GP-G c27-1,not_in_edsm,forward,1,0,Syreadiae GP-G,GP-G,c27,1
Syreadiae GP-I c12-1,not_in_edsm,forward,1,0,Syreadiae GP-I,GP-I,c12,1
Syreadiae GP-Q b11-1,not_in_edsm,forward,1,0,Syreadiae GP-Q,GP-Q,b11,1
Syreadiae GP-R c7-1,not_in_edsm,forward,1,0,Syreadiae GP-R,GP-R,c7,1
Syreadiae GP-S a3-1,not_in_edsm,forward,1,0,Syreadiae GP-S,GP-S,a3,1
Syreadiae GP-S c6-1,not_in_edsm,forward,1,0,Syreadiae GP-S,GP-S,c6,1
Syreadiae GP-U a2-1,not_in_edsm,forward,1,0,Syreadiae GP-U,GP-U,a2,1
Syreadiae GQ-A b6-1,not_in_edsm,forward,1,0,Syreadiae GQ-A,GQ-A,b6,1
Syreadiae GQ-B c2-1,not_in_edsm,forward,1,0,Syreadiae GQ-B,GQ-B,c2,1
Syreadiae GQ-E c28-1,not_in_edsm,forward,1,0,Syreadiae GQ-E,GQ-E,c28,1
Syreadiae GQ-J b1-1,not_in_edsm,forward,1,0,Syreadiae GQ-J,GQ-J,b1,1
Syreadiae GQ-M b27-1,not_in_edsm,forward,1,0,Syreadiae GQ-M,GQ-M,b27,1
Syreadiae GQ-N c23-1,not_in_edsm,forward,1,0,Syreadiae GQ-N,GQ-N,c23,1
Syreadiae GQ-P c8-1,not_in_edsm,forward,1,0,Syreadiae GQ-P,GQ-P,c8,1
Syreadiae GQ-W d2-1,not_in_edsm,forward,1,0,Syreadiae GQ-W,GQ-W,d2,1
Syreadiae GR-C c29-1,not_in_edsm,forward,1,0,Syreadiae GR-C,GR-C,c29,1
Syreadiae GR-L c24-1,not_in_edsm,forward,1,0,Syreadiae GR-L,GR-L,c24,1
Syreadiae GR-O b12-1,not_in_edsm,forward,1,0,Syreadiae GR-O,GR-O,b12,1
Syreadiae GR-T d4-2,not_in_edsm,forward,1,1,Syreadiae GR-T,GR-T,d4,2
Syreadiae GR-U c19-1,not_in_edsm,forward,1,0,Syreadiae GR-U,GR-U,c19,1
Syreadiae GR-X b7-1,not_in_edsm,forward,1,0,Syreadiae GR-X,GR-X,b7,1
Syreadiae GR-Y c3-1,not_in_edsm,forward,1,0,Syreadiae GR-Y,GR-Y,c3,1
Syreadiae GR-Z c2-1,not_in_edsm,forward,1,0,Syreadiae GR-Z,GR-Z,c2,1
Syreadiae GS-A d1-3,not_in_edsm,forward,1,2,Syreadiae GS-A,GS-A,d1,3
Syreadiae GS-E a11-1,not_in_edsm,forward,1,0,Syreadiae GS-E,GS-E,a11,1
Syreadiae GS-E b4-1,not_in_edsm,forward,1,0,Syreadiae GS-E,GS-E,b4,1
Syreadiae GS-H d11-3,not_in_edsm,forward,1,2,Syreadiae GS-H,GS-H,d11,3
Syreadiae GS-J c25-1,not_in_edsm,forward,1,0,Syreadiae GS-J,GS-J,c25,1
Syreadiae GS-R d5-1,not_in_edsm,forward,1,0,Syreadiae GS-R,GS-R,d5,1
Syreadiae GS-S c20-1,not_in_edsm,forward,1,0,Syreadiae GS-S,GS-S,c20,1
Syreadiae GS-W c4-1,not_in_edsm,forward,1,0,Syreadiae GS-W,GS-W,c4,1
Syreadiae GS-X c3-1,not_in_edsm,forward,1,0,Syreadiae GS-X,GS-X,c3,1
Syreadiae GT-A b20-1,not_in_edsm,forward,1,0,Syreadiae GT-A,GT-A,b20,1
Syreadiae GT-B c16-1,not_in_edsm,forward,1,0,Syreadiae GT-B,GT-B,c16,1
Syreadiae GT-D c1-1,not_in_edsm,forward,1,0,Syreadiae GT-D,GT-D,c1,1
Syreadiae GT-F d12-3,not_in_edsm,forward,1,2,Syreadiae GT-F,GT-F,d12,3
Syreadiae GT-L b55-1,not_in_edsm,forward,1,0,Syreadiae GT-L,GT-L,b55,1
Syreadiae GT-O d7-3,not_in_edsm,forward,1,2,Syreadiae GT-O,GT-O,d7,3
Syreadiae GT-V c4-1,not_in_edsm,forward,1,0,Syreadiae GT-V,GT-V,c4,1
Syreadiae GT-W b35-1,not_in_edsm,forward,1,0,Syreadiae GT-W,GT-W,b35,1
Syreadiae GU-A b20-1,not_in_edsm,forward,1,0,Syreadiae GU-A,GU-A,b20,1
Syreadiae GU-B c2-1,not_in_edsm,forward,1,0,Syreadiae GU-B,GU-B,c2,1
Syreadiae GU-E b4-1,not_in_edsm,forward,1,0,Syreadiae GU-E,GU-E,b4,1
Syreadiae GU-I c12-1,not_in_edsm,forward,1,0,Syreadiae GU-I,GU-I,c12,1
Syreadiae GU-J a8-1,not_in_edsm,forward,1,0,Syreadiae GU-J,GU-J,a8,1
Syreadiae GU-R c7-1,not_in_edsm,forward,1,0,Syreadiae GU-R,GU-R,c7,1
Syreadiae GU-S a3-1,not_in_edsm,forward,1,0,Syreadiae GU-S,GU-S,a3,1
Syreadiae GU-S c6-1,not_in_edsm,forward,1,0,Syreadiae GU-S,GU-S,c6,1
Syreadiae GV-B c2-1,not_in_edsm,forward,1,0,Syreadiae GV-B,GV-B,c2,1
Syreadiae GV-E c28-1,not_in_edsm,forward,1,0,Syreadiae GV-E,GV-E,c28,1
Syreadiae GV-G c13-1,not_in_edsm,forward,1,0,Syreadiae GV-G,GV-G,c13,1
Syreadiae GV-J b1-1,not_in_edsm,forward,1,0,Syreadiae GV-J,GV-J,b1,1
Syreadiae GV-P c8-1,not_in_edsm,forward,1,0,Syreadiae GV-P,GV-P,c8,1
Syreadiae GV-Q a4-1,not_in_edsm,forward,1,0,Syreadiae GV-Q,GV-Q,a4,1
Syreadiae GV-Y c3-1,not_in_edsm,forward,1,0,Syreadiae GV-Y,GV-Y,c3,1
Syreadiae GV-Z b47-1,not_in_edsm,forward,1,0,Syreadiae GV-Z,GV-Z,b47,1
Syreadiae GW-C c29-1,not_in_edsm,forward,1,0,Syreadiae GW-C,GW-C,c29,1
Syreadiae GW-E c14-1,not_in_edsm,forward,1,0,Syreadiae GW-E,GW-E,c14,1
Syreadiae GW-K b28-1,not_in_edsm,forward,1,0,Syreadiae GW-K,GW-K,b28,1
Syreadiae GW-L c24-1,not_in_edsm,forward,1,0,Syreadiae GW-L,GW-L,c24,1
Syreadiae GW-P c8-1,not_in_edsm,forward,1,0,Syreadiae GW-P,GW-P,c8,1
Syreadiae GW-T d4-2,not_in_edsm,forward,1,1,Syreadiae GW-T,GW-T,d4,2
Syreadiae GW-U d3-1,not_in_edsm,forward,1,0,Syreadiae GW-U,GW-U,d3,1
Syreadiae GW-Z c2-1,not_in_edsm,forward,1,0,Syreadiae GW-Z,GW-Z,c2,1
Syreadiae GX-A d1-4,not_in_edsm,forward,1,3,Syreadiae GX-A,GX-A,d1,4
Syreadiae GX-I d10-1,not_in_edsm,forward,1,0,Syreadiae GX-I,GX-I,d10,1
Syreadiae GX-J c25-1,not_in_edsm,forward,1,0,Syreadiae GX-J,GX-J,c25,1
Syreadiae GX-N c9-1,not_in_edsm,forward,1,0,Syreadiae GX-N,GX-N,c9,1
Syreadiae GX-O b12-1,not_in_edsm,forward,1,0,Syreadiae GX-O,GX-O,b12,1
Syreadiae GX-R d5-1,not_in_edsm,forward,1,0,Syreadiae GX-R,GX-R,d5,1
Syreadiae GX-S c20-1,not_in_edsm,forward,1,0,Syreadiae GX-S,GX-S,c20,1
Syreadiae GX-S d4-1,not_in_edsm,forward,1,0,Syreadiae GX-S,GX-S,d4,1
Syreadiae GX-V b8-1,not_in_edsm,forward,1,0,Syreadiae GX-V,GX-V,b8,1
Syreadiae GX-W c4-1,not_in_edsm,forward,1,0,Syreadiae GX-W,GX-W,c4,1
Syreadiae GX-X c3-1,not_in_edsm,forward,1,0,Syreadiae GX-X,GX-X,c3,1
Syreadiae GY-D c1-2,not_in_edsm,forward,1,1,Syreadiae GY-D,GY-D,c1,2
Syreadiae GY-F d12-3,not_in_edsm,forward,1,2,Syreadiae GY-F,GY-F,d12,3
Syreadiae GY-G d11-1,not_in_edsm,forward,1,0,Syreadiae GY-G,GY-G,d11,1
Syreadiae GY-H c26-1,not_in_edsm,forward,1,0,Syreadiae GY-H,GY-H,c26,1
Syreadiae GY-P d6-1,not_in_edsm,forward,1,0,Syreadiae GY-P,GY-P,d6,1
Syreadiae GY-S c20-1,not_in_edsm,forward,1,0,Syreadiae GY-S,GY-S,c20,1
Syreadiae GY-T b9-1,not_in_edsm,forward,1,0,Syreadiae GY-T,GY-T,b9,1
Syreadiae GY-U c5-1,not_in_edsm,forward,1,0,Syreadiae GY-U,GY-U,c5,1
Syreadiae GY-V c4-1,not_in_edsm,forward,1,0,Syreadiae GY-V,GY-V,c4,1
Syreadiae GZ-B c2-2,not_in_edsm,forward,1,1,Syreadiae GZ-B,GZ-B,c2,2
Syreadiae GZ-D d13-4,not_in_edsm,forward,1,3,Syreadiae GZ-D,GZ-D,d13,4
Syreadiae GZ-E c28-1,not_in_edsm,forward,1,0,Syreadiae GZ-E,GZ-E,c28,1
Syreadiae GZ-E d12-1,not_in_edsm,forward,1,0,Syreadiae GZ-E,GZ-E,d12,1
Syreadiae GZ-J b56-1,not_in_edsm,forward,1,0,Syreadiae GZ-J,GZ-J,b56,1
Syreadiae GZ-M d8-3,not_in_edsm,forward,1,2,Syreadiae GZ-M,GZ-M,d8,3
Syreadiae GZ-U b36-1,not_in_edsm,forward,1,0,Syreadiae GZ-U,GZ-U,b36,1
Syreadiae HA-C c2-1,not_in_edsm,forward,1,0,Syreadiae HA-C,HA-C,c2,1
Syreadiae HA-H c13-1,not_in_edsm,forward,1,0,Syreadiae HA-H,HA-H,c13,1
Syreadiae HA-K b1-1,not_in_edsm,forward,1,0,Syreadiae HA-K,HA-K,b1,1
Syreadiae HA-K b56-1,not_in_edsm,forward,1,0,Syreadiae HA-K,HA-K,b56,1
Syreadiae HA-Q c8-1,not_in_edsm,forward,1,0,Syreadiae HA-Q,HA-Q,c8,1
Syreadiae HA-Z b20-1,not_in_edsm,forward,1,0,Syreadiae HA-Z,HA-Z,b20,1
Syreadiae HB-A c3-1,not_in_edsm,forward,1,0,Syreadiae HB-A,HB-A,c3,1
Syreadiae HB-D c29-1,not_in_edsm,forward,1,0,Syreadiae HB-D,HB-D,c29,1
Syreadiae HB-F c14-1,not_in_edsm,forward,1,0,Syreadiae HB-F,HB-F,c14,1
Syreadiae HB-I b2-1,not_in_edsm,forward,1,0,Syreadiae HB-I,HB-I,b2,1
Syreadiae HB-O c9-1,not_in_edsm,forward,1,0,Syreadiae HB-O,HB-O,c9,1
Syreadiae HB-R b52-1,not_in_edsm,forward,1,0,Syreadiae HB-R,HB-R,b52,1
Syreadiae HC-B d1-5,not_in_edsm,forward,1,4,Syreadiae HC-B,HC-B,d1,5
Syreadiae HC-B d14-1,not_in_edsm,forward,1,0,Syreadiae HC-B,HC-B,d14,1
Syreadiae HC-J d10-2,not_in_edsm,forward,1,1,Syreadiae HC-J,HC-J,d10,2
Syreadiae HC-K c25-1,not_in_edsm,forward,1,0,Syreadiae HC-K,HC-K,c25,1
Syreadiae HC-O c9-1,not_in_edsm,forward,1,0,Syreadiae HC-O,HC-O,c9,1
Syreadiae HC-S d5-3,not_in_edsm,forward,1,2,Syreadiae HC-S,HC-S,d5,3
Syreadiae HC-Y c3-1,not_in_edsm,forward,1,0,Syreadiae HC-Y,HC-Y,c3,1
Syreadiae HD-E b4-1,not_in_edsm,forward,1,0,Syreadiae HD-E,HD-E,b4,1
Syreadiae HD-E c1-1,not_in_edsm,forward,1,0,Syreadiae HD-E,HD-E,c1,1
Syreadiae HD-H d11-1,not_in_edsm,forward,1,0,Syreadiae HD-H,HD-H,d11,1
Syreadiae HD-I c26-1,not_in_edsm,forward,1,0,Syreadiae HD-I,HD-I,c26,1
Syreadiae HD-M c10-1,not_in_edsm,forward,1,0,Syreadiae HD-M,HD-M,c10,1
Syreadiae HD-N b13-1,not_in_edsm,forward,1,0,Syreadiae HD-N,HD-N,b13,1
Syreadiae HD-Q d6-2,not_in_edsm,forward,1,1,Syreadiae HD-Q,HD-Q,d6,2
Syreadiae HD-R c21-1,not_in_edsm,forward,1,0,Syreadiae HD-R,HD-R,c21,1
Syreadiae HD-R d5-1,not_in_edsm,forward,1,0,Syreadiae HD-R,HD-R,d5,1
Syreadiae HD-U b9-1,not_in_edsm,forward,1,0,Syreadiae HD-U,HD-U,b9,1
Syreadiae HD-V c5-1,not_in_edsm,forward,1,0,Syreadiae HD-V,HD-V,c5,1
Syreadiae HD-W c4-1,not_in_edsm,forward,1,0,Syreadiae HD-W,HD-W,c4,1
Syreadiae HD-Z d1-6,not_in_edsm,forward,1,5,Syreadiae HD-Z,HD-Z,d1,6
Syreadiae HE-B b6-1,not_in_edsm,forward,1,0,Syreadiae HE-B,HE-B,b6,1
Syreadiae HE-C c2-2,not_in_edsm,forward,1,1,Syreadiae HE-C,HE-C,c2,2
